weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_avg_BODY_att,B_avg_CLINCH_att,B_avg_DISTANCE_att,B_avg_GROUND_att,B_avg_HEAD_att,B_avg_KD,B_avg_LEG_att,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_CLINCH_att,B_avg_opp_DISTANCE_att,B_avg_opp_GROUND_att,B_avg_opp_HEAD_att,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_Stance_Switch,B_Stance_Southpaw,B_Stance_OpenStance,R_Stance_Southpaw,R_Stance_Orthodox,R_Stance_Switch,R_Stance_OpenStance
1,3,0,0,0.007994185915494834,0.13468013458685613,-0.12038216572151411,0.12801204817179568,-0.06848358655556508,-0.764705882,-0.1382575759051452,1.2941176470000002,-0.941176471,-0.08352116963126177,-0.06823529400000006,0.470588235,-0.38461538446449706,-0.6376470590000001,-0.05523802155696855,2,7,0.08888888892876534,0.574712643738803,-0.015873015672241197,0.7087719298538627,0.11270583010196356,0,0.6608695652083931,-0.17647058800000004,0.294117647,0.1438541256663834,0.123529412,0.058823529,-0.597014925445088,-0.745882353,0.28502362384182084,36,65.70588239999995,0,0,1,4,2,2,0,9,-5.0800000000000125,2.539999999999992,0,0,1,0,0,0,1,0
8,3,-2,1,0.15986394557823136,0.07906976744186056,-0.03339847219754838,-0.1965517241379311,-0.10225885225885223,-0.5,0.05882352941176472,0.5,0,0.0368679775280899,0.19999999999999996,1.5,0.051724137931034475,0.36999999999999994,0.03783664180048052,-1,-1,-0.2105555555555556,-0.2374661246612466,-0.014444444444444426,-0.34782608695652173,0.09312933025404158,-0.25,-0.4666666666666667,1.25,-0.25,0.02885116663487819,0.025000000000000022,0,0.4,0.25,0.013845782467756473,-8,-238.5,-1,0,0,-2,0,1,0,-1,0,-2.5400000000000205,0,0,0,0,0,1,0,0
9,3,1,0,0.6309523809285714,-0.23809523814285716,-0.09954488237879261,0.14130434798913039,-0.24858583788795752,-0.5,0.2540983604412793,-1.833333333,-0.08333333300000001,-0.14491546187594012,-0.04916666699999994,-1.5,-0.39310344826159327,-0.2,-0.20696037294229475,-1,2,-0.3679577463360445,-0.2840909091095042,-0.004444444377777745,0.02201027150995527,-0.18338363226897658,0.08333333300000001,-0.07499999999624996,1.25,0.166666667,-0.14372654157781622,0.06,0.833333333,0.09999999995199993,0.446666667,-0.13437353728086,7,275.58333330000005,0,0,0,2,1,-3,0,0,-5.0800000000000125,-2.5400000000000205,0,0,0,0,0,0,1,0
7,3,0,-1,0.12065024130048252,-0.0010836192884233764,0.02451150205510877,-0.06270270270270273,-0.009397314239264543,-0.04999999999999999,0.019905821917808098,1.45,0.125,0.01603395133861424,0.07175000000000004,0.65,0.23986486486486489,0.039999999999999994,0.05728746968534448,-1,-1,-0.1595934959349593,0.001987281399046137,-0.08661940629153742,0.08814589665653494,-0.06984720481830309,0,-0.10476190476190483,-0.4,-0.2,-0.0702143465223592,-0.16925,-0.175,0.03535353535353536,0.207,-0.0754166852853122,0,197.175,0,0,0,-1,-1,1,0,-1,7.6200000000000045,7.619999999999976,0,0,0,0,1,0,0,0
1,3,0,-1,0.046586345503459525,-0.03492647045151642,0.07557664420229487,0.15390156056302529,0.1986785252139074,0.5,-0.011194029835152608,-2.892857143,-0.357142857,0.13055188205404517,0.032142857000000025,-1.107142857,-0.04029304035897435,-0.257857143,-0.03817759527611242,-3,-2,-0.08310749780885951,-0.09999999979000007,0.02374900614351705,-0.06606334840466321,-0.15916149069565214,0.25,0.25744680842663836,-0.9642857140000001,-0.357142857,-0.04943385807417733,-0.02785714300000003,0.21428571400000002,-0.37499999947499996,-0.06857142900000002,-0.24092741932194284,-27,-190.75,0,0,-1,-3,0,-4,0,-8,0,0,0,0,1,0,0,1,0,0
1,5,1,-3,-0.07380660950896067,-0.0883482716098013,0.010122029367629515,-0.261339600773254,0.003234265805303227,0.7857142859999999,-0.1069182387859442,-1.571428571,0,-0.035413204581417945,-0.02857142800000001,-0.857142857,0.009615384491124257,-0.18714285700000002,-0.0877472931666981,2,-2,-0.08291873972721081,-0.12325581431480803,-0.018839122643673323,0.13095238044791668,-0.023584905683220636,0.142857143,-0.14358974347698872,0,0,-0.02711773700699588,-0.025714285999999975,-0.142857143,-0.1470588234446367,-0.061428571,-0.03586608146347148,-25,-176.9285714,-4,0,0,-2,-2,-1,0,-5,5.0800000000000125,-5.0800000000000125,10,0,0,0,0,1,0,0
4,5,0,-11,-0.024757878272489098,-0.1368390128006386,-0.05755335700426584,-0.18813131285032136,-0.08879023746184983,0.198529412,-0.022872340306000716,-2.573529412,-0.176470588,-0.10102059976362693,-0.10632352899999997,-0.580882353,-0.1679197994747207,0.06580882399999993,-0.10288439356617596,-9,0,-0.04951298700223472,-0.0210613597693875,0.006352544144204275,-0.37337662342930933,0.02425846563878803,0.066176471,-0.13811162655982712,-1.529411765,-0.117647059,-0.04474807922155338,-0.036838235,-0.470588235,-0.2900000000187,-0.264117647,-0.1448350706587454,-43,-354.544118,-12,0,0,-3,-1,-5,0,-9,2.539999999999992,-5.079999999999984,10,0,0,0,0,1,0,0
3,3,-2,1,-0.1636238154485592,-0.30000000008181815,4.983362218391463e-4,0.11066398389449383,-0.035487042937902835,-0.4,0.10344827624386888,0.06666666700000001,-0.066666667,-0.035669390482048646,-0.014000000000000012,0.06666666700000001,-0.023391812449984672,-0.02400000000000002,-0.06085389063675117,-3,-4,9.746588925438893e-4,-0.18762886594909123,-0.047775094929201345,-0.01635220122641512,-0.07412559618441969,0,0.04276315792077856,-1.6,-0.133333333,-0.07695088805132216,-0.036666666999999986,-0.33333333299999995,-0.06191369604219102,-0.15600000000000003,-0.128485560513396,-31,-47,0,0,2,-5,-4,1,0,-6,7.6200000000000045,5.079999999999984,0,0,0,0,0,1,0,0
13,3,0,1,0.16666666666666663,0.2804878049315883,-0.15734265734265734,-0.20833333350000005,-0.36404320985185185,0,0.8461538460828403,-3.666666667,-1,-0.2822128852348292,-0.28,-3,-0.30000000024,-0.433333333,-0.23007518796992482,1,1,-0.3857142857693877,-0.26315789495706365,-0.12487922698366938,0.91666666675,0.07592093434611297,0,-0.2318840578260869,0.666666667,0,-0.18074866310160426,-0.18000000000000005,0,-0.4285714286326532,-0.78,-0.25868055557291664,8,670,0,0,0,2,0,-1,0,1,0,0,10,0,1,0,0,1,0,0
1,3,0,0,0.05718954245588237,0.15178571435602672,-0.05219298252906285,-0.13277511969160505,0.14822043628515003,0,-0.07479674778663492,1.277777778,-0.111111111,0.07188027162893323,-0.10027777799999998,-0.27777777800000003,0.3499999999196428,0.07138888900000001,0.2557368073117305,-1,-3,0.17471736882828448,0.37440191380080584,-0.038859456393624925,-0.03203661309779593,-0.03616521400082334,0,0.046615580985973515,0.388888889,0.25,0.020123336720134277,-0.09694444400000002,0,-0.10000000011999999,-0.176388889,0.08703226072512893,-8,172.27777780000002,0,0,0,1,-1,-2,0,-2,2.5400000000000205,15.240000000000009,0,0,0,0,0,1,0,0
1,3,0,1,-0.1071428571428571,-0.1527777777777778,-0.173779674579888,0.08373042886317217,-8.801267382507749e-5,-1,-0.1654411764705882,4.2,1,-0.044923386472682236,-0.09699999999999998,0.8999999999999999,0.1875,0.31,0.1613826342345055,1,2,-0.20496894409937882,0.19580419580419572,-0.12065902833288927,0.4329113924050632,0.06235827664399096,0,0.07647058823529418,1.1,1.5,0.02149910015078549,0.014999999999999958,0.2,2.7755575615628914e-17,0.04100000000000001,0.12554492291334396,7,-43.799999999999955,0,0,1,-1,-1,2,0,1,0,2.539999999999992,0,0,0,0,0,1,0,0
4,3,0,-1,0.0535714285714286,0.04761904761904767,-0.10616587060356059,0.08333333333333337,-0.04009693765146505,0,0.10526315789473684,-1,1,-0.07958751983077733,-0.125,-1.5,-0.20512820512820512,-0.195,-0.20457380457380453,-1,0,-0.125,0.33333333333333337,-0.020981132075471698,0,0.024754716981132074,0,-1,1,0,0.09161112874219823,0.11499999999999999,0,0.4,0.4,0.04571005917159765,-3,-182,0,0,0,-1,1,-1,0,-1,-5.079999999999984,0,-10,0,0,0,0,1,0,0
7,5,0,1,0.02588383848829201,-0.06611005921316948,0.08294300578151759,-0.2936651582882006,0.10031929533537731,0.35714285700000004,0.05175688497976483,0.464285714,0.2,0.07856759494061144,0.09621428599999993,0.55,0.134723336059417,0.016500000000000015,0.07926094183727123,1,2,-0.025907480263483995,-0.03512808737977913,-0.04622875039610641,0.3717948718362919,-0.016107357075367867,-0.471428571,-0.12909593401458397,0.5071428570000001,0.1,-0.025060474117077902,-0.011571429000000022,0.664285714,0.34285714285714286,0.2065,-0.02358485256309295,26,-144.2071429,-2,1,-2,4,5,3,0,11,0,7.6200000000000045,0,0,1,0,0,1,0,0
3,3,-2,3,0.11306503343099217,0.03866695149345922,-0.05267147464135047,0.019687006065965185,-0.05849251329816829,0.37012986999999997,-0.12379110268873184,-0.678571429,0.25,-0.015058155869312584,0.019610389000000006,0.08441558399999999,-0.30180180213333613,0.036136364000000004,0.02568734018434682,-4,10,0.05425915378936341,-0.04671934021125057,0.05297599713256068,-0.011251435192722203,0.021466790872845753,-0.074675325,0.15330268949927606,1.652597402,0.214285714,0.046618891606107604,-0.0034740259999999634,1,0.2597853535819803,0.14532467500000001,0.09512303945740774,33,-356.2467534,-11,0,1,0,5,0,1,7,2.539999999999992,2.539999999999992,0,0,0,0,0,1,0,0
9,3,0,0,-0.07223264540337693,-0.05055611729019216,-0.057001897533206836,-0.011904761904761862,-0.029595517485209,0.025000000000000022,-0.12656641604010033,-0.925,-0.125,-0.06327286190299891,-0.12275000000000003,0.15000000000000002,-0.5789473684210527,-0.31375,-0.079471506581481,0,-2,-0.058628318584070804,-0.2797619047619047,0.06760222699501639,-0.0813492063492064,-0.04123376623376626,0.07500000000000001,-0.03504273504273503,0.19999999999999996,0,0.004463439633332678,0.01899999999999996,-0.5,0.2272727272727273,0.037250000000000005,-0.06439811958533553,-6,104.77499999999998,0,0,0,0,-2,1,0,-1,-2.539999999999992,-2.539999999999992,0,0,0,0,0,1,0,0
3,3,0,0,0.5,0.16666666666666666,-0.6309523809523809,0,-0.6547619047619048,0,-1,1,0,-0.6444444444444444,-0.65,0,1,1,-0.631578947368421,0,0,0.71875,0.6060606060606061,0,0.625,-0.04807692307692307,0,0.9090909090909091,1,1,0.14421768707482996,0.14,-1,1,1,0.20335195530726258,1,489,0,0,0,0,0,0,0,0,10.159999999999997,-2.539999999999992,0,0,0,0,0,1,0,0
7,3,0,-1,0.3270491803278688,-0.22352941176470587,0.11702867427496222,0.22073578595317733,0.2115489874110565,-0.2,0.24390243902439013,3.2,0.2,0.1805896805896805,0.10200000000000004,0.39999999999999997,0.4821428571428572,0.278,0.20678508176143884,-1,0,-0.047619047619047616,0.125,-0.06990091504683521,0.11428571428571432,-0.12113821138211378,-0.2,-0.06554621848739495,-0.19999999999999996,0.4,-0.039885611077664085,-0.028000000000000025,0.19999999999999996,-0.3333333333333333,-0.274,0.055476770354841665,-5,-329.8,0,0,-1,0,0,1,0,0,-2.539999999999992,-12.699999999999989,0,0,0,0,0,1,0,0
6,3,0,-1,0.6440677966101694,0.5151515151515151,0.11204481792717086,-0.33333333333333337,0.09931404712198033,0.25,-0.050000000000000044,-0.25,0,0.060035842293906794,0.16249999999999998,-1,-0.33333333333333337,-0.7875,-0.11707746478873238,-1,2,0.7142857142857143,-0.3125,0.3203463203463204,1,0.11644832605531297,0,1,0.5,-0.5,0.16666666666666669,0.15999999999999998,0.25,0.2,0.0825,-0.11326860841423947,8,522,0,0,0,1,1,-2,0,0,5.079999999999984,12.699999999999989,0,0,1,0,0,1,0,0
12,3,0,0,-0.10477127397934094,-0.0902511707109408,-0.04226078626432339,-0.13725490196078438,-0.10038792376454717,0.25,0.1331181928196853,-1.25,-0.5,-0.10254786369678204,-0.15125,-0.875,-0.38461538461538464,-0.29,-0.24067583965776101,-1,-1,-0.125,-0.032539682539682535,-0.061329763941900095,-0.009090909090909038,-0.15708986615678777,0,0.01472420432665078,-0.5,-0.125,-0.12143991857235265,-0.17375000000000007,-0.125,-0.3082706766917293,-0.34375,-0.21702915009656487,-8,215.625,-1,0,-1,-1,0,-1,0,-3,7.6200000000000045,0,0,0,0,0,0,1,0,0
6,3,0,0,0.06376811595156218,0.13153277372894606,0.028369667907929774,0.05679223713567738,0.006835811095903033,-0.285714286,-0.08163265313452717,-0.1883116880000002,-0.071428571,0.030651978786025047,0.030779220999999968,-0.428571429,0.029239765853485755,0.152597402,0.020790608688487033,-2,0,-0.14656204273916495,0.04295162958517784,-0.01309429568875431,-0.2095238094455555,-0.04724138291928087,0.14935065,-0.05575757555322258,-0.766233766,-0.071428571,-0.024295532500693218,-0.01720779299999997,-0.03246753199999999,0.09523809533333333,0.039675324999999984,-0.023970956978191293,-4,126.35714289999999,0,0,0,3,-2,-3,-1,-3,2.539999999999992,7.6200000000000045,0,0,0,0,0,1,0,0
5,3,0,0,-0.02976348680243135,-0.2847517730829787,0.013535819679885153,-0.05233842329588012,-0.10558712119056174,-0.016666666999999996,0.03182374537494914,-2.2,0.133333333,-0.05522894547583829,-0.07516666699999996,0.833333333,-0.04545454555371908,-0.27333333299999996,-0.1081295049252039,1,5,-0.11831176381313124,-0.129743589716923,0.07110022071328759,-0.20000000000000007,0.009238623913441713,0.01666666699999997,-0.08365164242326872,0.11666666699999995,0.15,0.025993417863129697,0.036666666999999986,0.03333333300000002,0.20075757584090906,0.218833333,-0.0012148879560461845,19,-423.75,0,1,0,0,3,5,0,9,20.319999999999993,15.240000000000009,16,0,0,0,0,1,0,0
7,3,0,0,-0.17582417582417587,-0.18279569892473113,0.013525835866261382,0.2142857142857143,0.03726708074534163,-0.75,-0.2615384615384616,-0.25,0.25,0.02495575221238938,0.10500000000000004,0,-0.631578947368421,-0.635,0.0477435029080468,3,0,0.43965517241379315,0.2857142857142857,0.17083333333333334,0.23684210526315785,-1.3376136971643415e-4,0,-0.25,-1.75,0,0.19062644297368017,0.3375,-0.75,0.1166666666666667,0.030000000000000027,0.030420910004807955,6,-362,0,0,0,1,2,0,0,3,0,2.539999999999992,0,0,0,0,1,0,0,0
9,3,-1,2,0.20999999999999996,0.49031007751937977,0.23914181057038197,-0.19088016967126198,0.28921568627450983,0,0.2666666666666667,6.5,0,0.31739130434782603,0.29999999999999993,-1.5,0.2272727272727273,0.47,0.25302180685358255,1,-1,0.25,0.13076923076923075,-0.39047619047619053,-0.2954545454545454,-0.2626774847870182,0,0.09999999999999998,-4,0,-0.16141732283464572,-0.14500000000000002,2.5,-0.4583333333333333,-0.51,-0.013287514318442106,0,0,0,0,0,1,0,0,0,1,2.539999999999992,2.539999999999992,0,0,0,0,0,0,1,0
6,3,0,-2,-0.12500000018750002,-0.4166666668541667,-0.10328422330940584,-1,-0.21748586344642595,0,0.7,-0.333333333,0,-0.10750227080313413,-0.046666666999999995,-0.333333333,-1,-0.333333333,-0.0034654795540878802,-2,0,-0.4102564102307692,-0.500000000375,0.02988033185552924,1,0.057899090103391226,0,0.02777777775000012,1,0,0.049390456248693815,0.01666666699999997,0,0.14285714285714285,0.14,0.12779973645750992,-4,254.66666669999995,0,0,-1,0,0,-1,0,-2,0,-5.079999999999984,0,0,0,0,0,1,0,0
9,3,0,-1,-0.21561969436086326,-0.13333333327733332,-0.047177139166445003,-0.17071524961306428,-0.12094787989769562,0.05714285700000002,0.07467532467532456,-1.085714286,0.05714285700000002,-0.11420396559347734,-0.191428571,-0.08571428599999997,0.013333333254933355,-0.283714286,-0.13457656870529916,-1,0,0.0029556650412773666,0.388888889238889,0.00894730780468117,-0.13888888889429019,-0.041283459028362834,0.05714285700000002,0.11408730155555558,-0.914285714,0.2,-0.0015850651759007905,-0.055714286,-1,-0.31666666664916665,-0.40399999999999997,-0.02854353969662815,-5,37.05714290000003,0,0,2,-3,0,-1,0,-2,-2.539999999999992,2.539999999999992,0,0,0,0,0,1,0,0
3,3,-2,0,-0.014390789894467515,0.05552023700288877,-0.05371900826446285,0.01065389731760169,-0.01330620621574663,-0.08333333300000001,-0.15949935842475116,-1.75,-0.2,-0.01496099019494962,-0.0675,-0.55,-0.2246153846819526,-0.24483333300000001,-0.06295668549905842,-5,-4,-0.09032258090426637,0.06943568740015926,0.07443161071734339,-0.021716101837115698,0.09831343163421424,-0.466666667,-0.13913043478260878,0.633333333,0.116666667,0.05631546939355936,0.027833333000000016,0.283333333,0.10536398460298588,0.124166667,0.08578018997538067,-24,232.8666667,-1,0,-1,-3,-1,-2,0,-7,15.240000000000009,10.160000000000025,-10,0,1,0,0,1,0,0
9,3,0,0,-0.2754360464305029,-0.3860640301938778,-0.07411845256447736,0.007252216146280688,-0.1672815467650475,0.23333333300000003,0.023809523857142967,0.7,0.03333333300000002,-0.15623983682160664,-0.09866666699999999,0.5,-0.12727272739272727,-0.3,-0.17948547346041255,-1,0,0.07051282059615382,-0.07211538472085333,0.0014848951343025552,-0.12418300649673192,0.05885500257027115,0.4,0.002735562710664219,-1.5,-0.166666667,-0.03322582807095337,0.019333333000000008,-0.06666666700000001,-0.04545454551515152,-0.143,-0.13494291958749666,-8,-275.7333333,0,0,0,-2,0,1,0,-1,-7.6200000000000045,-5.0800000000000125,0,0,0,0,0,1,0,0
3,3,2,-2,0.18671679197994995,-0.2834101380365692,0.1211538070028047,0.13540031390295548,0.06444085933607402,0.3,0.09398496240601495,-0.8999999999999999,-0.3,0.08888888885982316,0.19616666699999996,-0.03333333300000002,-0.09018567635706992,-0.21350000000000002,0.053024310655498286,-1,2,0.19540229880459764,-0.15037593955045514,0.06602990033222594,0.11538461524260357,0.1213894159276829,0.333333333,-0.025252525252525193,-0.433333333,-0.4,0.04477701651352328,0.03283333300000002,-0.333333333,-0.5,-0.4,0.08295387853398906,4,-38.116666699999996,3,0,-1,0,2,-1,0,0,-10.160000000000025,-17.78,0,0,0,0,0,1,0,0
10,3,-3,2,-0.1026921406860617,-0.1790065604498594,-0.11870714451245279,-0.07900480139676991,-0.1957371167377967,0,-0.11695906432748548,-1.3250000000000002,-0.675,-0.20400677200902934,-0.07824999999999999,0.32499999999999996,0.30000000000000004,-0.30000000000000004,-0.24403451909354024,0,0,-0.2802005012531329,0.04919908466819223,-0.1414995240127368,-0.3424242424242425,-0.34391492174943866,0.125,-0.32183908045977017,-3.175,-0.4,-0.2672317497864511,-0.14275,-1.075,-0.14835164835164844,-0.10100000000000003,-0.34715252974560123,8,84.875,-1,0,0,1,0,2,0,3,0,0,-10,0,0,0,1,0,0,0
1,3,-1,3,0.24401913871052638,-0.14516129029968783,0.08508588206179896,0.11038961031478034,0.0642481643827437,-0.545454545,-0.19645732672575789,0.10227272700000001,0,0.10694654342850518,0.10488636400000001,0.125,-0.012500000220000002,0.0028409090000000026,0.1761216468257289,1,-4,0.1636363636060606,-0.5196182396933762,0.0025116571123432463,0.23778195484161857,-0.0411074877593508,0.318181818,-0.017352414909673874,0.534090909,0.125,-0.009353965525067787,-0.04977272700000002,0.75,0.2922077921329623,0.148409091,-0.007423950042490635,-8,-27.534090900000024,0,0,0,2,-1,0,0,1,-2.5400000000000205,-5.079999999999984,0,0,0,0,0,1,0,0
3,3,0,-2,0.1750582749318288,0.0412999321581341,0.27793803412874696,-0.03997771944250328,0.24224989338222502,0.13888888900000002,-0.1306010926361748,1.388888889,0.194444444,0.25028252320838423,0.286666667,-1.166666667,0.1566137566121239,0.30111111100000004,0.09228966764261237,-2,-4,-0.23109243693665704,-0.22735042726153842,-0.11739224594749381,0.2566371681148092,-0.11956521730623815,-0.055555556,0.013071895440407544,-0.5555555560000001,0.13888888900000002,-0.1433896807739617,-0.10888888899999999,-0.611111111,-0.3181818181818182,0.10333333300000003,-0.2280579933314807,-35,17.972222200000033,0,0,-2,-6,-1,-1,0,-10,-10.160000000000025,0,0,0,0,0,0,1,0,0
13,3,-1,0,-0.3958333333333333,0.1703703703703704,-0.03001706396401055,0.34285714285714286,0.03968623796210008,0,0.022222222222222254,-0.5,0,-0.05907990314769973,-0.08000000000000002,0,-0.5,-0.4,-0.146978021978022,0,-1,-0.12121212121212122,0.1941176470588235,-0.01849970757533781,0.33999999999999997,-0.00852830078182193,0,-0.05714285714285705,-0.5,0,-0.013452566958101986,-0.015000000000000013,0,-0.5,0,-0.05629633677614443,-3,0,0,0,0,0,0,0,0,0,-5.0800000000000125,2.539999999999992,0,0,0,0,0,1,0,0
5,5,0,-5,-0.11332941876557823,0.05927494967379687,-0.06922855880222811,-0.014150943093502177,-0.019835087218784186,-0.266233766,-0.1628749292490147,0.7532467530000002,0,-0.016420504204125885,3.246749999999965e-4,0.636363636,0.043666404318009444,0.030259741000000007,0.007981145405368761,-2,0,0.22197802163157598,0.12049720974408806,0.06957661685937638,0.1481481482565158,0.04964936798139613,0.12987013,-0.06711711717816626,0,0,0.1016147635807661,0.024155844000000037,-0.142857143,6.250000517127319e-11,0.024155843999999982,0.11522770377635783,-1,197.77272730000004,2,0,1,-1,-6,3,0,-3,-12.699999999999989,-20.319999999999993,-5,0,0,0,0,1,0,0
9,3,2,-3,-0.1914265470425065,-0.12653061228571427,0.052518949955218996,0.06853265471960424,0.04047571298120639,0.7,0.09056668373876087,0.7857142859999999,0,-1.6068089141924036e-4,0.008428570999999996,-0.3,0.02500000056000007,0.02857142900000001,-0.020758431566748337,-1,0,-0.18487394941997037,0.10210876779330158,-0.06529845759257724,0.274509804116013,-0.01104970394220317,0.328571429,0.17213021187945043,-0.914285714,-0.2,-0.06613223495770137,-0.07271428599999996,-0.2,-0.037302726089543436,-0.08728571400000001,-0.1044491633600313,-8,-61.700000000000045,0,0,-1,-1,0,-1,0,-3,-2.539999999999992,2.539999999999992,15,0,0,0,0,1,0,0
6,3,1,-1,-0.11494252873563215,-0.07692307692307698,-0.32573839662447257,0.7142857142857143,-0.2863901018922853,-1.4,-0.5,0,0,-0.27651515151515155,-0.09599999999999997,0.2,0,0,-0.15151515151515155,1,3,0.0444444444444444,-0.2500000000000001,0.22934799205985656,0.8709677419354839,0.09230769230769231,0,0.7027027027027027,1.8,0,0.15932914046121605,0.04999999999999999,0.2,0.5,0.432,0.23016233397661495,8,194,1,0,0,0,1,0,0,1,2.539999999999992,7.6200000000000045,0,0,1,0,0,1,0,0
1,3,0,-2,0.06105072448838322,0.23577235771890281,-0.0024733824628697665,0.09176788141529124,0.07274657477286561,0.547619047,0.05451233156547697,-0.154761904,0,0.023265459904529384,0.06357142900000001,0.404761904,-0.0031796505482722393,0.09833333299999997,0.009082131397339321,-5,0,-0.043589743403076864,0.0025062658568790197,0.015861343964000463,-0.18518518511796977,0.06756964082862107,-0.083333333,-0.04465075141153729,0.547619047,0.142857143,0.04042847387384968,0.014404762000000015,-0.273809524,0.4791666663012152,0.25714285699999995,0.05085577994515866,-20,-292.88095239999996,0,0,-3,-4,2,0,0,-5,7.6200000000000045,12.700000000000017,0,0,0,0,0,1,0,0
7,3,-1,0,0.35686274509803917,0.17466266866566726,-0.006166523417781955,0.28,-0.012328767123287676,-0.75,-0.07692307692307698,0.25,0,0.06292186777623665,0.09000000000000002,-0.25,-0.18055555555555558,0.19,0.14222045149135298,0,-2,-0.21894498014747588,-0.12358276643990929,-0.12868328252943634,1,-0.20387965162311958,0,-0.03459119496855345,0,0,-0.12661207439578287,-0.2425,-0.75,0.033333333333333326,0.012500000000000011,-0.0503681348700471,-3,314.5,0,0,0,1,-1,0,0,0,0,-2.539999999999992,0,0,0,0,0,1,0,0
7,3,0,-1,0.11419591407413399,0.10261736597920723,-0.0630338675987876,0.05128205122879681,-0.09107660017488872,-0.08333333300000001,0.16297117511008052,1.277777778,-0.222222222,-0.040866556673106236,-0.04541666700000002,0.40277777800000003,-0.05714285659183671,0.40375000000000005,-0.0749379034135822,0,-1,-0.0295652174933837,0.07386363632438009,-0.01625216002466634,-0.3154761900170068,-0.058803931403456244,0.25,0.17658730156434244,-0.555555556,-0.111111111,-0.014034405298828545,-0.0027777780000000085,-0.777777778,0.380090497810221,0.09291666700000001,-0.020592224656665215,-1,98.30555560000005,0,0,0,1,-2,1,0,0,-5.079999999999984,-10.159999999999997,0,0,0,0,0,0,1,0
8,5,0,-2,0.3246408839779005,0.14146341463414636,0.11567143941859204,-0.6938775510204082,0.11549611895632655,0.3125,-0.06383419689119174,-0.5,-0.125,0.12174688057041,0.14812499999999995,0,-0.3191489361702128,-0.210625,0.1111864713329716,-3,-4,0.09247311827956983,0.13131313131313127,-0.07844664971705079,-0.7674418604651163,-0.1508053911900066,-0.25,0.08447368421052637,0.5,-0.0625,-0.08499999999999996,-0.083125,-0.4375,0.00836550836550834,0.06937500000000002,-0.12275786698123031,-38,-62.625,0,0,-1,-8,-1,0,0,-10,7.6200000000000045,15.23999999999998,0,1,0,0,0,1,0,0
3,3,0,0,-0.04511908704471501,-0.23148148150000003,-0.008192757506504056,-0.032128514024870714,0.002778649878264483,0.333333333,-0.31428571421959184,-1.111111111,-0.555555556,-0.030094643789999542,-0.067222222,-0.722222222,-0.8181818183305785,-0.240555556,-0.039379719846120875,-1,-9,0.1987718163786626,-0.20491803279656007,0.10471953928654387,0.37168141602224136,0.04084221204131133,0.27777777800000003,0.2022471910089635,-1.777777778,-0.277777778,0.08793670620701743,0.16277777799999993,-0.666666667,-0.24509803914094577,-0.316111111,0.004615384487573926,-45,-524.3333333,1,0,-2,-3,1,-2,-1,-7,-5.0800000000000125,-5.079999999999984,0,0,1,0,1,0,0,0
8,3,0,0,0.15000000000000002,0.14076576576576583,-0.1130325814536341,0.1499999999999999,0.12106918238993714,-0.5,-0.7222222222222222,-0.25,0,0.08823529411764708,0.1175,3,-0.5,-0.4975,0.036231884057971064,0,-2,0.44067796610169496,0.011857707509881354,0.13212669683257916,-1,0.2730935534591195,0,0.2790697674418605,1.25,-0.25,0.18461177574478072,0.14750000000000008,-0.5,0.4313725490196078,0.465,0.11018113142759028,-7,-130,0,0,-1,0,-1,1,0,-1,5.0800000000000125,2.539999999999992,0,0,0,0,0,1,0,0
3,3,0,0,0.18279569892473113,-0.16666666666666663,-0.04686088818930148,0.6666666666666666,-0.02493027099617784,0,0.045454545454545414,1,0,-0.03927579270045023,-0.03999999999999998,0,0.1,0.1,-0.0710742387957578,0,0,-0.1331269349845201,1,-0.05028630157098807,-0.5,0.04035896673112199,0,0.05335968379446643,1,0,-0.05081967213114752,-0.04999999999999999,0,-0.5,-0.5,-0.10155480258573046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,3,0,1,0.0714285714285714,0.35164835164835173,0.12350753572127615,-0.125,0.17162270183852918,0.75,-0.09090909090909094,1,-0.25,0.19322416713721063,0.22500000000000003,1,0.033333333333333326,0.07250000000000001,0.1957635387867946,0,-1,-0.24242424242424243,-0.8,-0.06896086369770577,-0.5945945945945946,-0.23188102220360282,0,-0.008547008547008517,-1.25,0,-0.16799292661361626,-0.06,-0.25,-0.42857142857142855,-0.55,-0.2652612380645853,-2,205,0,0,0,1,0,-2,0,-1,-2.539999999999992,-2.5400000000000205,0,0,1,0,1,0,0,0
