id,gender,race
2055,m,white
2056,m,white
2057,m,white
2058,m,white
2059,m,black
2060,m,white
2061,m,white
2062,m,black
2063,f,indian
2064,m,white
2065,m,white
2066,m,black
2067,f,indian
2068,m,indian
2069,m,indian
2070,m,white
2071,m,indian
2072,m,white
2073,m,white
2074,f,white
2075,m,indian
2076,m,white
2077,f,indian
2078,m,indian
2079,f,indian
2080,m,white
2081,f,indian
2082,m,white
2083,m,black
2084,m,white
2085,m,white
2086,m,white
2087,m,black
2088,m,hispanic
2089,m,white
2090,m,black
2091,m,indian
2092,m,white
2093,m,black
2094,m,black
2095,f,white
2096,m,white
2097,m,white
2098,f,indian
2099,m,black
2100,m,white
2101,m,indian
2102,m,black
2103,m,black
2104,f,white
2105,m,white
2106,m,black
2107,m,white
2108,m,black
2109,f,indian
2110,f,indian
2111,m,white
2112,m,indian
2113,m,white
2114,m,black
2115,f,indian
2116,m,indian
2117,m,indian
2118,m,black
2119,m,black
2120,m,white
2121,m,white
2122,f,indian
2123,m,white
2124,f,black
2125,m,white
2126,m,white
2127,m,white
2128,f,indian
2129,m,black
2130,m,black
2131,m,indian
2132,m,indian
2133,f,black
2134,m,white
2135,m,white
2136,m,black
2137,m,white
2138,m,white
2139,m,white
2140,m,white
2141,m,indian
2142,m,black
2143,m,black
2144,m,white
2145,f,white
2146,m,white
2147,f,indian
2148,f,white
2149,f,indian
2150,m,white
2151,m,black
2152,f,white
2153,m,white
2154,m,white
2155,m,indian
2156,m,black
2157,m,black
2158,f,black
2159,m,black
2160,m,white
2161,m,indian
2162,m,black
2163,m,black
2164,m,black
2165,m,black
2166,m,white
2167,m,black
2168,f,white
2169,m,white
2170,f,white
2171,m,white
2172,m,black
2173,m,white
2174,m,white
2175,m,white
2176,m,black
2177,m,white
2178,m,white
2179,m,black
2180,m,white
2181,f,indian
2182,m,black
2183,m,white
2184,f,indian
2185,m,white
2186,m,black
2187,m,white
2188,m,white
2189,m,white
2190,m,white
2191,m,indian
2192,m,indian
2193,m,black
2194,f,indian
2195,m,black
2196,f,white
2197,m,indian
2198,f,indian
2199,m,black
2200,m,black
2201,m,white
2202,f,black
2203,m,black
2204,m,black
2205,m,white
2206,m,black
2207,m,white
2208,m,indian
2209,m,white
2210,m,white
2211,m,black
2212,m,white
2213,m,black
2214,m,white
2215,m,white
2216,f,white
2217,m,white
2218,f,white
2219,m,black
2220,m,black
2221,m,white
2222,m,white
2223,f,white
2224,m,white
2225,m,black
2226,f,indian
2227,m,white
2228,f,indian
2229,m,black
2230,f,black
2231,m,black
2232,m,indian
2233,m,white
2234,f,indian
2235,m,white
2236,m,white
2237,m,black
2238,f,white
2239,m,white
2240,f,indian
2241,m,white
2242,m,white
2243,m,black
2244,m,white
2245,m,indian
2246,m,white
2247,m,hispanic
2248,m,white
2249,m,indian
2250,m,white
2251,f,white
2252,m,black
2253,m,black
2254,f,white
2255,m,white
2256,f,indian
2257,m,black
2258,m,black
2259,m,white
2260,m,black
2261,f,white
2262,m,indian
2263,m,white
2264,m,indian
2265,m,white
2266,m,black
2267,f,black
2268,m,white
2269,m,white
2270,m,white
2271,m,black
2272,m,black
2273,m,white
2274,m,black
2275,m,white
2276,m,black
2277,m,black
2278,m,white
2279,m,white
2280,m,white
2281,m,indian
2282,m,indian
2283,m,white
2284,m,white
2285,m,indian
2286,m,indian
2287,m,black
2288,m,white
2289,f,indian
2290,m,white
2291,m,black
2292,m,black
2293,m,white
2294,m,indian
2295,f,white
2296,f,indian
2297,m,indian
2298,f,indian
2299,f,indian
2300,m,black
2301,m,black
2302,m,black
2303,m,white
2304,m,black
2305,m,black
2306,f,white
2307,m,indian
2308,m,black
2309,f,indian
2310,m,white
2311,m,white
2312,f,white
2313,m,black
2314,f,indian
2315,m,white
2316,m,white
2317,m,white
2318,m,white
2319,m,white
2320,m,white
2321,m,black
2322,m,black
2323,f,black
2324,f,indian
2325,f,black
2326,f,white
2327,m,black
2328,f,black
2329,m,white
2330,m,black
2331,m,hispanic
2332,m,indian
2333,m,black
2334,m,white
2335,m,indian
2336,m,white
2337,m,black
2338,m,black
2339,m,black
2340,m,black
2341,m,black
2342,m,white
2343,m,black
2344,f,white
2345,m,white
2346,m,white
2347,m,black
2348,m,indian
2349,f,indian
2350,f,black
2351,m,black
2352,f,indian
2353,m,black
2354,m,white
2355,m,white
2356,m,white
2357,m,hispanic
2358,m,black
2359,m,white
2360,m,black
2361,m,white
2362,m,white
2363,m,white
2364,m,white
2365,f,white
2366,m,white
2367,m,white
2368,m,indian
2369,m,hispanic
2370,m,black
2371,m,black
2372,f,indian
2373,m,white
2374,m,black
2375,f,indian
2376,m,white
2377,m,black
2378,m,white
2379,m,indian
2380,m,white
2381,m,indian
2382,m,white
2383,m,white
2384,m,black
2385,m,black
2386,f,white
2387,m,indian
2388,f,black
2389,m,indian
2390,m,black
2391,m,white
2392,m,black
2393,m,indian
2394,m,black
2395,f,indian
2396,m,white
2397,m,white
2398,f,indian
2399,m,black
2400,m,black
2401,m,indian
2402,m,white
2403,m,black
2404,f,indian
2405,m,white
2406,f,indian
2407,m,hispanic
2408,m,indian
2409,m,hispanic
2410,f,indian
2411,f,white
2412,m,indian
2413,m,indian
2414,f,white
2415,m,white
2416,m,white
2417,m,black
2418,m,black
2419,f,indian
2420,m,black
2421,m,black
2422,m,black
2423,m,white
2424,m,indian
2425,f,indian
2426,m,white
2427,m,hispanic
2428,m,white
2429,f,indian
2430,m,white
2431,f,indian
2432,m,white
2433,f,white
2434,m,white
2435,m,white
2436,m,indian
2437,f,indian
2438,m,black
2439,m,black
2440,m,black
2441,m,black
2442,m,black
2443,m,hispanic
2444,m,white
2445,f,indian
2446,m,white
2447,f,white
2448,m,black
2449,f,black
2450,m,black
2451,m,white
2452,m,white
2453,m,white
2454,m,black
2455,m,black
2456,m,white
2457,f,indian
2458,m,black
2459,m,black
2460,m,hispanic
2461,m,white
2462,f,white
2463,f,white
2464,m,indian
2465,m,black
2466,m,white
2467,m,white
2468,m,black
2469,m,white
2470,m,black
2471,m,white
2472,m,white
2473,m,black
2474,m,black
2475,m,white
2476,m,white
2477,f,white
2478,m,white
2479,m,white
2480,m,white
2481,m,white
2482,m,indian
2483,m,black
2484,m,white
2485,f,white
2486,m,white
2487,m,black
2488,m,white
2489,m,black
2490,m,white
2491,m,white
2492,m,white
2493,m,black
2494,m,indian
2495,m,white
2496,m,white
2497,f,white
2498,m,white
2499,m,white
2500,m,indian
2501,m,white
2502,f,black
2503,m,black
2504,m,white
2505,m,white
2506,m,white
2507,f,white
2508,m,black
2509,m,black
2510,m,white
2511,m,black
2512,m,white
2513,f,indian
2514,f,indian
2515,m,white
2516,m,black
2517,m,white
2518,m,indian
2519,f,indian
2520,m,indian
2521,m,black
2522,f,white
2523,m,black
2524,m,white
2525,f,indian
2526,f,indian
2527,m,white
2528,m,white
2529,m,white
2530,m,white
2531,m,white
2532,m,black
2533,m,white
2534,m,white
2535,m,indian
2536,m,white
2537,m,white
2538,f,black
2539,f,indian
2540,m,black
2541,m,white
2542,m,white
2543,m,white
2544,f,indian
2545,f,indian
2546,f,indian
2547,m,white
2548,m,indian
2549,m,white
2550,f,black
2551,m,white
2552,m,indian
2553,m,white
2554,m,black
2555,m,black
2556,m,hispanic
2557,m,white
2558,m,white
2559,m,indian
2560,m,white
2561,m,white
2562,m,black
2563,m,white
2564,m,black
2565,f,indian
2566,m,white
2567,m,black
2568,m,indian
2569,m,indian
2570,m,black
2571,m,indian
2572,m,black
2573,m,white
2574,f,indian
2575,m,black
2576,m,white
2577,m,indian
2578,m,white
2579,m,black
2580,m,white
2581,f,indian
2582,f,indian
2583,m,black
2584,m,white
2585,m,indian
2586,m,black
2587,m,indian
2588,m,black
2589,m,white
2590,m,white
2591,f,indian
2592,m,black
2593,f,indian
2594,m,white
2595,f,indian
2596,m,black
2597,m,white
2598,m,white
2599,m,white
2600,m,white
2601,m,black
2602,m,white
2603,m,black
2604,m,white
2605,m,white
2606,f,indian
2607,m,indian
2608,m,indian
2609,m,black
2610,m,white
2611,m,white
2612,f,indian
2613,m,black
2614,m,white
2615,m,hispanic
2616,m,indian
2617,m,black
2618,m,black
2619,m,black
2620,m,indian
2621,m,black
2622,m,indian
2623,m,white
2624,f,white
2625,m,indian
2626,m,indian
2627,f,black
2628,m,white
2629,m,black
2630,m,indian
2631,f,indian
2632,m,black
2633,m,black
2634,m,hispanic
2635,m,black
2636,m,indian
2637,m,white
2638,m,white
2639,f,indian
2640,f,white
2641,m,white
2642,f,indian
2643,m,indian
2644,m,black
2645,m,indian
2646,m,white
2647,m,white
2648,m,black
2649,m,black
2650,m,white
2651,m,black
2652,m,white
2653,m,black
2654,f,white
2655,m,white
2656,m,black
2657,m,white
2658,m,black
2659,m,black
2660,m,white
2661,m,white
2662,f,black
2663,m,black
2664,m,white
2665,m,white
2666,m,white
2667,m,white
2668,m,black
2669,m,white
2670,m,indian
2671,m,black
2672,m,black
2673,m,white
2674,m,white
2675,m,white
2676,m,white
2677,m,white
2678,m,black
2679,m,white
2680,m,white
2681,m,white
2682,f,indian
2683,m,white
2684,m,white
2685,m,black
2686,m,black
2687,m,white
2688,m,white
2689,m,white
2690,m,white
2691,m,white
2692,m,white
2693,m,black
2694,m,white
2695,m,white
2696,m,indian
2697,m,white
2698,m,black
2699,m,indian
2700,m,white
2701,m,indian
2702,m,white
2703,m,white
2704,m,black
2705,m,black
2706,m,white
2707,m,black
2708,m,indian
2709,m,white
2710,f,indian
2711,m,white
2712,m,white
2713,f,indian
2714,m,indian
2715,m,white
2716,f,indian
2717,m,white
2718,m,white
2719,m,white
2720,m,white
2721,m,indian
2722,m,white
2723,m,indian
2724,f,black
2725,m,white
2726,m,white
2727,m,white
2728,m,black
2729,f,indian
2730,m,black
2731,m,black
2732,m,white
2733,m,white
2734,m,white
2735,m,white
2736,m,white
2737,m,white
2738,m,black
2739,m,white
2740,m,indian
2741,m,indian
2742,m,indian
2743,m,white
2744,m,white
2745,m,white
2746,m,white
2747,m,white
2748,m,black
2749,m,black
2750,m,black
2751,m,white
2752,f,indian
2753,m,white
2754,m,white
2755,m,indian
2756,m,black
2757,f,white
2758,f,white
2759,m,black
2760,f,white
2761,m,black
2762,m,white
2763,m,black
2764,m,indian
2765,m,black
2766,m,black
2767,f,indian
2768,f,white
2769,m,black
2770,m,white
2771,f,white
2772,m,white
2773,m,black
2774,m,white
2775,m,indian
2776,f,white
2777,m,white
2778,f,white
2779,m,indian
2780,m,black
2781,f,white
2782,f,white
2783,f,white
2784,f,white
2785,m,white
2786,m,black
2787,m,black
2788,f,indian
2789,m,white
2790,m,white
2791,m,indian
2792,m,white
2793,m,indian
2794,m,white
2795,m,white
2796,m,black
2797,m,black
2798,m,white
2799,m,white
2800,m,white
2801,m,white
2802,m,black
2803,f,indian
2804,m,black
2805,m,indian
2806,m,white
2807,m,black
2808,m,white
2809,m,white
2810,m,black
2811,m,white
2812,m,white
2813,m,black
2814,f,indian
2815,f,indian
2816,m,hispanic
2817,m,black
2818,m,white
2819,m,white
2820,m,black
2821,f,indian
2822,m,black
2823,m,indian
2824,m,white
2825,m,white
2826,m,white
2827,m,black
2828,m,black
2829,m,white
2830,m,white
2831,m,indian
2832,m,white
2833,m,hispanic
2834,m,indian
2835,m,white
2836,m,black
2837,f,indian
2838,m,white
2839,m,white
2840,m,black
2841,f,indian
2842,m,white
2843,f,indian
2844,m,black
2845,m,white
2846,m,white
2847,m,black
2848,m,black
2849,m,white
2850,m,white
2851,m,white
2852,f,indian
2853,m,white
2854,m,black
2855,m,black
2856,m,black
2857,m,white
2858,m,white
2859,m,white
2860,m,white
2861,m,black
2862,f,indian
2863,m,white
2864,m,black
2865,m,black
2866,m,white
2867,f,white
2868,f,indian
2869,m,black
2870,m,black
2871,m,black
2872,m,white
2873,f,indian
2874,f,indian
2875,m,white
2876,m,black
2877,m,white
2878,f,indian
2879,m,black
2880,m,black
2881,m,white
2882,m,white
2883,m,white
2884,m,black
2885,m,white
2886,m,white
2887,m,black
2888,f,white
2889,m,indian
2890,f,white
2891,m,black
2892,f,indian
2893,m,white
2894,m,white
2895,m,white
2896,m,white
2897,m,white
2898,m,white
2899,m,black
2900,f,indian
2901,m,white
2902,m,black
2903,m,white
2904,m,white
2905,f,white
2906,m,white
2907,m,black
2908,m,white
2909,m,black
2910,m,black
2911,m,black
2912,m,black
2913,m,white
2914,m,white
2915,f,indian
2916,m,white
2917,m,white
2918,m,indian
2919,m,black
2920,m,white
2921,m,black
2922,m,white
2923,m,white
2924,m,white
2925,m,indian
2926,m,black
2927,m,white
2928,m,indian
2929,m,white
2930,f,white
2931,m,white
2932,f,indian
2933,m,white
2934,f,indian
2935,m,black
2936,m,black
2937,m,white
2938,m,white
2939,f,indian
2940,m,indian
2941,m,white
2942,m,black
2943,m,white
2944,m,white
2945,m,black
2946,f,black
2947,f,indian
2948,m,white
2949,m,white
2950,m,white
2951,m,white
2952,m,black
2953,m,white
2954,f,indian
2955,m,indian
2956,m,black
2957,m,indian
2958,f,indian
2959,m,hispanic
2960,m,white
2961,m,white
2962,f,white
2963,m,black
2964,f,indian
2965,m,black
2966,m,white
2967,f,indian
2968,m,white
2969,m,indian
2970,f,indian
2971,m,white
2972,m,white
2973,f,indian
2974,m,black
2975,m,indian
2976,m,white
2977,m,white
2978,m,white
2979,m,black
2980,m,white
2981,m,indian
2982,m,white
2983,m,black
2984,m,white
2985,m,black
2986,m,hispanic
2987,m,indian
2988,m,indian
2989,m,indian
2990,m,black
2991,m,white
2992,m,white
2993,m,black
2994,m,white
2995,m,white
2996,m,white
2997,m,white
2998,m,white
2999,m,black
3000,m,indian
3001,m,indian
3002,m,indian
3003,f,indian
3004,m,white
3005,m,indian
3006,m,black
3007,m,white
3008,f,indian
3009,m,white
3010,f,white
3011,m,black
3012,m,white
3013,m,white
3014,m,white
3015,m,black
3016,m,white
3017,m,black
3018,f,black
3019,m,black
3020,m,indian
3021,m,indian
3022,m,white
3023,m,white
3024,m,white
3025,m,indian
3026,f,black
3027,f,indian
3028,m,black
3029,m,white
3030,f,indian
3031,m,white
3032,m,white
3033,m,white
3034,m,indian
3035,m,black
3036,m,indian
3037,f,indian
3038,m,white
3039,m,black
3040,f,white
3041,m,indian
3042,m,white
3043,m,white
3044,m,white
3045,f,indian
3046,m,indian
3047,m,black
3048,m,black
3049,f,white
3050,m,white
3051,f,indian
3052,m,indian
3053,m,white
3054,m,white
3055,m,black
3056,m,white
3057,m,black
3058,m,black
3059,m,indian
3060,m,hispanic
3061,m,indian
3062,m,black
3063,f,black
3064,m,white
3065,m,black
3066,m,black
3067,f,white
3068,f,indian
3069,m,indian
3070,m,black
3071,m,white
3072,m,black
3073,f,black
3074,m,indian
3075,m,black
3076,m,white
3077,m,black
3078,m,white
3079,m,white
3080,f,indian
3081,m,white
3082,f,black
3083,m,black
3084,m,indian
3085,m,white
3086,m,indian
3087,m,indian
3088,m,white
3089,m,black
3090,m,black
3091,m,white
3092,m,black
3093,f,indian
3094,m,indian
3095,m,indian
3096,m,indian
3097,m,black
3098,m,black
3099,m,black
3100,m,white
3101,f,indian
3102,m,black
3103,f,indian
3104,m,black
3105,m,indian
3106,m,white
3107,m,black
3108,f,indian
3109,m,white
3110,m,indian
3111,m,white
3112,m,white
3113,f,indian
3114,f,indian
3115,m,hispanic
3116,f,indian
3117,m,white
3118,m,black
3119,m,white
3120,m,white
3121,m,white
3122,m,black
3123,m,white
3124,m,white
3125,m,white
3126,f,white
3127,f,indian
3128,m,black
3129,m,white
3130,m,white
3131,m,white
3132,m,black
3133,m,white
3134,m,white
3135,m,white
3136,m,white
3137,m,white
3138,m,black
3139,m,white
3140,m,white
3141,m,black
3142,m,black
3143,m,hispanic
3144,f,indian
3145,f,indian
3146,m,white
3147,m,black
3148,m,white
3149,m,white
3150,m,white
3151,m,white
3152,m,white
3153,f,indian
3154,f,indian
3155,m,white
3156,f,indian
3157,m,black
3158,m,indian
3159,m,white
3160,m,white
3161,m,indian
3162,f,black
3163,m,white
3164,m,white
3165,m,white
3166,m,black
3167,m,white
3168,f,indian
3169,m,indian
3170,m,indian
3171,m,white
3172,m,black
3173,m,white
3174,m,white
3175,m,white
3176,m,black
3177,m,white
3178,m,white
3179,m,white
3180,m,white
3181,m,black
3182,m,black
3183,m,white
3184,m,white
3185,m,white
3186,m,white
3187,m,black
3188,m,white
3189,f,indian
3190,m,black
3191,m,white
3192,m,white
3193,m,black
3194,m,white
3195,m,black
3196,m,black
3197,m,indian
3198,m,white
3199,m,white
3200,m,white
3201,m,white
3202,f,indian
3203,m,black
3204,m,white
3205,m,white
3206,m,white
3207,m,indian
3208,f,indian
3209,m,indian
3210,m,white
3211,m,white
3212,m,white
3213,m,black
3214,m,white
3215,m,white
3216,m,white
3217,m,black
3218,m,white
3219,m,indian
3220,f,black
3221,m,indian
3222,f,white
3223,f,white
3224,m,white
3225,f,indian
3226,m,white
3227,m,white
3228,m,white
3229,f,indian
3230,m,white
3231,m,white
3232,f,white
3233,m,white
3234,m,black
3235,m,white
3236,m,white
3237,m,white
3238,m,white
3239,m,black
3240,m,white
3241,f,indian
3242,f,black
3243,m,white
3244,m,indian
3245,m,white
3246,f,indian
3247,m,white
3248,m,white
3249,f,indian
3250,f,indian
3251,f,black
3252,f,black
3253,m,white
3254,m,black
3255,m,black
3256,m,indian
3257,m,indian
3258,m,indian
3259,m,indian
3260,m,white
3261,m,black
3262,m,black
3263,m,indian
3264,m,white
3265,m,black
3266,m,indian
3267,m,white
3268,m,white
3269,m,black
3270,f,indian
3271,f,black
3272,m,white
3273,m,white
3274,m,white
3275,f,indian
3276,m,indian
3277,m,indian
3278,m,indian
3279,f,indian
3280,m,white
3281,m,white
3282,m,white
3283,m,white
3284,m,indian
3285,m,white
3286,m,white
3287,m,white
3288,m,indian
3289,f,black
3290,m,black
3291,m,white
3292,m,white
3293,m,white
3294,m,white
3295,m,indian
3296,m,white
3297,m,white
3298,m,black
3299,m,white
3300,m,white
3301,m,indian
3302,m,black
3303,m,white
3304,f,black
3305,m,white
3306,m,white
3307,m,indian
3308,f,indian
3309,m,white
3310,m,black
3311,f,white
3312,m,black
3313,m,white
3314,m,black
3315,m,white
3316,m,white
3317,m,white
3318,m,black
3319,m,indian
3320,m,white
3321,m,white
3322,m,white
3323,f,indian
3324,m,white
3325,m,black
3326,m,indian
3327,f,white
3328,m,white
3329,m,white
3330,m,black
3331,m,white
3332,m,white
3333,m,black
3334,f,indian
3335,m,hispanic
3336,f,indian
3337,f,indian
3338,m,white
3339,m,white
3340,m,black
3341,m,white
3342,f,indian
3343,m,black
3344,f,white
3345,f,indian
3346,m,white
3347,m,white
3348,m,white
3349,m,white
3350,m,white
3351,m,black
3352,m,white
3353,m,black
3354,m,white
3355,m,white
3356,m,white
3357,m,black
3358,m,white
3359,m,white
3360,m,white
3361,m,indian
3362,m,indian
3363,m,indian
3364,f,indian
3365,m,white
3366,f,indian
3367,m,white
3368,m,indian
3369,f,indian
3370,m,white
3371,m,white
3372,m,white
3373,m,white
3374,m,hispanic
3375,f,indian
3376,m,white
3377,m,white
3378,m,white
3379,m,black
3380,m,white
3381,m,white
3382,m,white
3383,m,black
3384,f,indian
3385,m,white
3386,m,black
3387,m,black
3388,m,white
3389,m,black
3390,f,indian
3391,f,indian
3392,f,white
3393,m,indian
3394,m,black
3395,m,white
3396,m,black
3397,m,white
3398,m,hispanic
3399,m,white
3400,m,white
3401,f,indian
3402,m,indian
3403,m,white
3404,m,white
3405,m,black
3406,m,indian
3407,m,white
3408,m,white
3409,m,indian
3410,m,white
3411,m,white
3412,f,indian
3413,m,white
3414,m,black
3415,m,black
3416,m,white
3417,m,black
3418,m,white
3419,m,white
3420,m,white
3421,m,black
3422,m,black
3423,f,indian
3424,m,white
3425,f,black
3426,m,white
3427,m,white
3428,m,black
3429,m,white
3430,m,white
3431,f,indian
3432,m,indian
3433,m,indian
3434,f,white
3435,m,black
3436,m,hispanic
3437,m,black
3438,m,white
3439,f,indian
3440,m,indian
3441,m,white
3442,m,white
3443,m,white
3444,f,indian
3445,m,black
3446,m,black
3447,m,white
3448,m,white
3449,m,white
3450,m,black
3451,m,black
3452,m,white
3453,m,white
3454,m,black
3455,m,black
3456,m,black
3457,m,white
3458,f,indian
3459,m,indian
3460,m,indian
3461,m,white
3462,m,white
3463,m,black
3464,m,black
3465,m,black
3466,m,white
3467,m,white
3468,m,white
3469,m,indian
3470,m,white
3471,m,black
3472,m,white
3473,m,black
3474,m,indian
3475,m,white
3476,m,white
3477,m,white
3478,m,white
3479,m,white
3480,m,white
3481,m,white
3482,f,indian
3483,m,indian
3484,m,white
3485,m,black
3486,m,indian
3487,m,black
3488,m,black
3489,m,black
3490,f,black
3491,f,white
3492,m,black
3493,f,white
3494,m,black
3495,m,white
3496,f,indian
3497,m,black
3498,m,black
3499,m,hispanic
3500,m,white
3501,f,black
3502,f,black
3503,f,indian
3504,m,white
3505,m,white
3506,m,black
3507,m,black
3508,m,white
3509,m,white
3510,m,white
3511,m,black
3512,m,white
3513,m,hispanic
3514,m,white
3515,m,white
3516,m,black
3517,m,black
3518,m,black
3519,f,white
3520,m,white
3521,f,indian
3522,m,white
3523,m,white
3524,m,white
3525,m,indian
3526,m,white
3527,m,indian
3528,m,indian
3529,f,white
3530,m,white
3531,m,white
3532,m,indian
3533,m,white
3534,m,white
3535,m,white
3536,m,white
3537,m,hispanic
3538,m,white
3539,m,white
3540,m,white
3541,m,hispanic
3542,m,white
3543,m,indian
3544,m,white
3545,m,white
3546,m,white
3547,m,white
3548,m,black
3549,m,indian
3550,m,white
3551,m,white
3552,m,white
3553,m,white
3554,m,white
3555,m,black
3556,f,indian
3557,m,black
3558,m,black
3559,f,indian
3560,f,indian
3561,f,black
3562,m,indian
3563,m,white
3564,m,white
3565,m,white
3566,m,white
3567,m,white
3568,m,white
3569,f,white
3570,f,indian
3571,m,white
3572,m,white
3573,m,black
3574,f,white
3575,m,white
3576,f,white
3577,m,white
3578,m,black
3579,m,white
3580,f,indian
3581,m,white
3582,m,white
3583,m,white
3584,m,indian
3585,m,black
3586,m,indian
3587,m,indian
3588,m,white
3589,m,white
3590,m,white
3591,m,black
3592,m,white
3593,m,white
3594,m,black
3595,m,black
3596,m,indian
3597,m,white
3598,m,black
3599,f,indian
3600,m,black
3601,m,white
3602,f,white
3603,f,white
3604,m,indian
3605,m,white
3606,m,white
3607,f,indian
3608,m,indian
3609,m,black
3610,m,black
3611,m,black
3612,f,indian
3613,m,black
3614,f,indian
3615,m,black
3616,m,black
3617,m,indian
3618,m,white
3619,m,white
3620,m,white
3621,m,white
3622,m,white
3623,m,black
3624,m,black
3625,m,black
3626,m,white
3627,f,indian
3628,f,black
3629,m,indian
3630,m,white
3631,m,white
3632,m,white
3633,f,indian
3634,f,indian
3635,m,black
3636,m,white
3637,m,white
3638,m,white
3639,f,indian
3640,m,white
3641,m,hispanic
3642,m,indian
3643,m,black
3644,f,indian
3645,m,indian
3646,m,black
3647,f,white
3648,f,indian
3649,f,indian
3650,m,white
3651,m,indian
3652,m,black
3653,m,white
3654,m,white
3655,m,white
3656,m,white
3657,m,black
3658,m,black
3659,m,white
3660,m,white
3661,m,white
3662,m,black
3663,m,indian
3664,m,white
3665,m,white
3666,f,indian
3667,m,white
3668,f,white
3669,m,indian
3670,f,white
3671,m,black
3672,m,black
3673,m,black
3674,m,white
3675,m,white
3676,m,white
3677,m,indian
3678,m,hispanic
3679,m,indian
3680,m,black
3681,f,indian
3682,m,white
3683,m,hispanic
3684,m,indian
3685,m,hispanic
3686,m,white
3687,f,indian
3688,f,indian
3689,f,white
3690,m,white
3691,f,indian
3692,f,black
3693,m,white
3694,m,white
3695,m,white
3696,f,black
3697,m,hispanic
3698,m,black
3699,f,white
3700,f,black
3701,f,indian
3702,m,black
3703,m,black
3704,m,white
3705,m,indian
3706,m,white
3707,m,white
3708,m,indian
3709,m,hispanic
3710,m,black
3711,m,black
3712,f,white
3713,m,white
3714,m,black
3715,m,white
3716,m,white
3717,m,indian
3718,m,black
3719,m,black
3720,m,white
3721,m,indian
3722,m,indian
3723,f,indian
3724,m,white
3725,m,white
3726,m,white
3727,m,black
3728,m,white
3729,m,white
3730,m,white
3731,m,black
3732,m,indian
3733,m,black
3734,m,white
3735,f,white
3736,m,indian
3737,f,indian
3738,m,hispanic
3739,m,white
3740,m,white
3741,m,hispanic
3742,m,white
3743,m,white
3744,m,black
3745,m,black
3746,m,black
3747,m,white
3748,m,white
3749,f,white
3750,m,white
3751,m,indian
3752,m,white
3753,m,white
3754,m,black
3755,f,indian
3756,m,white
3757,m,indian
3758,m,white
3759,f,white
3760,m,white
3761,m,white
3762,m,white
3763,m,white
3764,m,indian
3765,m,white
3766,m,white
3767,m,white
3768,m,white
3769,f,indian
3770,m,white
3771,m,white
3772,m,hispanic
3773,f,indian
3774,m,white
3775,f,indian
3776,m,black
3777,m,white
3778,m,black
3779,m,white
3780,m,black
3781,m,white
3782,m,white
3783,m,black
3784,m,black
3785,m,black
3786,f,indian
3787,m,indian
3788,m,black
3789,m,indian
3790,m,white
3791,m,black
3792,m,black
3793,m,white
3794,f,indian
3795,m,indian
3796,m,white
3797,f,white
3798,m,black
3799,m,white
3800,m,white
3801,m,white
3802,m,black
3803,m,indian
3804,m,white
3805,m,white
3806,m,black
3807,m,white
3808,m,black
3809,f,indian
3810,m,white
3811,m,white
3812,m,black
3813,f,indian
3814,m,white
3815,f,black
3816,m,indian
3817,m,black
3818,m,black
3819,m,indian
3820,m,black
3821,m,white
3822,m,white
3823,m,black
3824,m,white
3825,m,black
3826,m,black
3827,m,indian
3828,m,indian
3829,m,black
3830,m,black
3831,m,indian
3832,m,white
3833,m,white
3834,f,indian
3835,m,indian
3836,m,white
3837,m,black
3838,f,indian
3839,m,indian
3840,m,white
3841,m,white
3842,m,black
3843,m,indian
3844,m,white
3845,f,indian
3846,m,indian
3847,m,white
3848,f,white
3849,m,white
3850,m,indian
3851,m,indian
3852,f,indian
3853,f,indian
3854,m,indian
3855,m,white
3856,m,white
3857,m,indian
3858,f,indian
3859,m,indian
3860,m,white
3861,f,white
3862,f,indian
3863,m,black
3864,m,white
3865,f,indian
3866,m,black
3867,m,black
3868,m,black
3869,f,white
3870,m,white
3871,m,white
3872,m,black
3873,m,hispanic
3874,m,white
3875,m,black
3876,m,hispanic
3877,f,white
3878,m,black
3879,f,white
3880,m,black
3881,m,black
3882,m,white
3883,m,indian
3884,f,indian
3885,m,indian
3886,f,indian
3887,m,black
3888,m,white
3889,m,white
3890,m,indian
3891,m,white
3892,m,indian
3893,m,indian
3894,f,white
3895,m,black
3896,m,indian
3897,m,white
3898,f,indian
3899,m,black
3900,m,white
3901,m,white
3902,f,black
3903,m,black
3904,m,black
3905,m,white
3906,f,indian
3907,m,white
3908,m,black
3909,m,white
3910,m,white
3911,m,white
3912,m,black
3913,m,white
3914,m,white
3915,f,indian
3916,m,black
3917,m,white
3918,m,white
3919,m,white
3920,m,black
3921,m,white
3922,m,black
3923,m,indian
3924,m,white
3925,m,white
3926,m,black
3927,f,indian
3928,m,white
3929,m,indian
3930,m,indian
3931,m,white
3932,m,black
3933,m,indian
3934,m,white
3935,m,white
3936,m,white
3937,m,white
3938,f,white
3939,m,white
3940,m,black
3941,m,indian
3942,m,white
3943,m,indian
3944,f,indian
3945,f,white
3946,f,indian
3947,f,white
3948,m,white
3949,m,black
3950,m,indian
3951,m,white
3952,m,white
3953,m,white
3954,m,white
3955,m,white
3956,m,white
3957,f,black
3958,m,white
3959,f,black
3960,m,black
3961,m,black
3962,m,black
3963,m,white
3964,f,indian
3965,m,white
3966,m,white
3967,m,black
3968,f,indian
3969,f,indian
3970,m,white
3971,m,white
3972,m,black
